ID,Tweet,Author,Class,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,PropositionsLength,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease formula,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
37200902,"""Beach day yesterday. Soaking up the sun. #beachlife""",Mixtral-v0.1,7,53,2,39,5,0,7,8,6,3,2.67,4,6,0,1,3.7,75.88,7.78,7.7,6.55,1.6,0,1.5
37200902,"""Cooking class tonight. Can't wait to learn something new. #cookingclass""",Mixtral-v0.1,7,73,2,56,6,0,9,10,6.14,3,3.33,5,9,0,1,2.9,83.32,5.46,11.2,11.92,6,0,2
37200902,"""Attending a sports game this weekend. #gameday""",Mixtral-v0.1,7,48,1,37,4,0,6,7,6.6,2,3.5,3,6,0,1,6,64.37,13.01,10.3,11.55,8.51,0,3.5
37200902,"""Camping trip this weekend. Can't wait to unplug. #campinglife""",Mixtral-v0.1,7,63,2,47,6,0,8,9,6,3,3,5,8,0,1,2.7,83.83,10.88,9.6,9.24,1.8,0,1.25
37200902,"""Visited a local farmer's market today. Fresh produce! #farmersmarket""",Mixtral-v0.1,7,70,2,54,6,0,8,9,6.75,3,3,5,8,0,1,12.7,20.04,12.86,15.5,17.02,12.49,0,5.5
37200902,"""Attended a poetry reading last night. Beautiful words. #poetry""",Mixtral-v0.1,7,64,2,49,5,0,8,9,6.57,3,3,4,7,0,0.86,11.5,28.5,9.35,12.4,13.83,12.49,0,7.5
37200902,"""Played board games with friends this weekend. #gamenight""",Mixtral-v0.1,7,58,1,46,4,0,7,8,6.5,2,4,3,7,0,1,0.5,105.66,13.9,12.6,14.46,3.2,0,3
37200902,"""Danced at a club last night. So much fun! #dance""",Mixtral-v0.1,7,50,2,34,5,0,9,10,4.6,3,3.33,4,8,0,1,-1.9,117.16,5.46,0.4,-0.85,2,0,1.5
37200902,"""Visited a historical site today. So much history! #historybuff""",Mixtral-v0.1,7,64,2,49,5,0,8,9,7.33,3,3,4,7,0,1,12.1,16.15,10.88,10.1,10.57,15.13,0,3.25
37200902,"""Attended a concert last night. Amazing music. #concertlife""",Mixtral-v0.1,7,60,2,46,5,0,7,8,7.17,3,2.67,4,6,0,1,8.8,46.44,11.93,13.8,15.15,8.2,0,4
37200902,"""Exploring a new city this weekend. #travelbug""",Mixtral-v0.1,7,47,1,36,4,0,6,7,7.25,2,3.5,3,6,0,1,7.2,55.91,10.75,9.7,10.74,14.23,0,4.5
37200902,"""Attended a wine tasting this weekend. So many flavors. #winetasting""",Mixtral-v0.1,7,69,2,53,5,0,9,10,7.33,3,3.33,4,8,0,1,6.4,57.94,11.78,9.3,10.18,10,0,2.5
37200902,"""Visited an aquarium today. Amazing sea creatures. #aquariumlife""",Mixtral-v0.1,7,65,2,51,5,0,7,8,8,3,2.67,4,6,0,1,13.1,8.2,13.7,14.7,15.25,16.6,0,2.5
37200902,"""Attended a cooking demonstration today. Inspired to cook! #cookingdemo""",Mixtral-v0.1,7,72,2,57,5,0,8,9,8,3,3,4,7,0,1,9.8,33.07,10.88,14.3,15.74,15.13,0,2.75
37200902,"""Visited a botanical garden today. So many beautiful flowers. #botanicalgarden""",Mixtral-v0.1,7,79,2,63,5,0,9,10,8.29,3,3.33,4,8,0,1,13.5,7.18,10.2,14,15.98,14,0,3.5
37200902,"""Attended a theater performance last night. Amazing acting. #theaterlife""",Mixtral-v0.1,7,73,2,58,5,0,8,9,7.86,3,3,4,7,0,1,11.5,28.5,12.86,17.1,19.63,16.93,0,6.5
37200902,"""Visited a zoo today. So many animals! #zoovisit""",Mixtral-v0.1,7,49,2,35,5,0,7,8,6,3,2.67,4,6,0,1,8.4,42.04,11.73,5.3,3.65,16.6,0,2.5
37200902,"""Attended a lecture today. Learned so much. #lecture""",Mixtral-v0.1,7,53,2,39,5,0,7,8,6.8,3,2.67,4,6,0,0.8,4.9,67.42,7.78,7.7,6.55,6.6,0,1.5
37200902,"""Visited a planetarium today. The stars were beautiful. #planetarium""",Mixtral-v0.1,7,69,2,54,5,0,8,9,8,3,3,4,7,0,0.83,14.5,-0.78,9.12,12.8,13.76,10.69,0,3.25
37200902,"""Attended a dance performance last night. Amazing talent. #danceperformance""",Mixtral-v0.1,7,76,2,61,5,0,8,9,8.29,3,3,4,7,0,1,11.5,28.5,12.86,18.7,21.54,16.93,0,6.5
37200902,"""Visited a science museum today. So much to learn. #sciencemuseum""",Mixtral-v0.1,7,66,2,50,5,0,9,10,7.17,3,3.33,4,8,0,1,10,32.56,10.2,7.9,8.44,14,0,3
37200902,"""Attended a writing workshop this weekend. Inspiring! #writingworkshop""",Mixtral-v0.1,7,71,2,57,5,0,7,8,9,3,2.67,4,6,0,1,14.7,4.14,13.9,20.3,23.16,18.2,0,6
37407255,"""Embrace the day! ?? #Activeness""",Mixtral-v0.1,7,33,2,21,6,0,4,5,6.67,4,1.5,5,2,0,1,7.2,50.5,11.73,14.7,10.15,11.6,0,2.5
37407255,"""Movement is life. ?? #StayActive""",Mixtral-v0.1,7,34,3,21,6,0,4,5,7.33,4,1.5,5,2,0,1,7.2,50.5,11.73,15.9,11.6,11.6,0,2.5
37407255,"""Walk, run, dance! ?? #Activeness""",Mixtral-v0.1,7,34,2,20,8,0,4,5,5.5,4,1.5,7,2,0,1,3.7,75.88,7.78,15.9,8.7,11.6,0,2.5
37407255,"""Energize your day! ?? #StayActive""",Mixtral-v0.1,7,35,3,22,6,0,4,5,7,4,1.5,5,2,0,1,9.6,33.58,11.73,17.1,13.05,21.6,0,3.5
37407255,"""Step into vitality! ????? #Activeness""",Mixtral-v0.1,7,39,2,24,9,0,4,5,7.33,4,1.5,8,2,0,1,15.5,-8.73,11.73,21.8,14.5,21.6,0,3.5
37407255,"""Rise and shine! ?? #StayActive""",Mixtral-v0.1,7,32,3,19,6,0,4,5,6.33,4,1.5,5,2,0,1,3.7,75.88,7.78,13.5,8.7,11.6,0,2.5
37407255,"""Power up your day! ?? #Activeness""",Mixtral-v0.1,7,35,2,22,6,0,5,6,6,4,1.75,5,3,0,1,5.2,66.4,7.04,9.3,6.12,10,0,3
37407255,"""Get up and go! ????? #StayActive""",Mixtral-v0.1,7,34,3,17,9,0,5,6,10,4,1.75,8,3,0,1,2.9,83.32,7.04,8.4,1.48,10,0,3
37407255,"""Ignite your spirit! ?? #Activeness""",Mixtral-v0.1,7,36,2,24,6,0,4,5,7.33,4,1.5,5,2,0,1,9.6,33.58,11.73,18.3,14.5,11.6,0,2.5
37407255,"""Seize the day! ?? #StayActive""",Mixtral-v0.1,7,31,3,18,6,0,4,5,6,4,1.5,5,2,0,1,3.7,75.88,11.73,12.4,7.25,11.6,0,2.5
37407255,"""Jump into action! ????? #Activeness""",Mixtral-v0.1,7,37,2,22,9,0,4,5,6.67,4,1.5,8,2,0,1,9.6,33.58,11.73,19.4,11.6,11.6,0,2.5
37407255,"""Unleash your energy! ??? #StayActive""",Mixtral-v0.1,7,38,3,24,7,0,4,5,7.67,4,1.5,6,2,0,1,13.1,8.2,15.68,20.6,15.95,21.6,0,3.5
37407255,"""Move and groove! ?? #Activeness""",Mixtral-v0.1,7,33,2,21,6,0,4,5,6.67,4,1.5,5,2,0,1,3.7,75.88,11.73,14.7,10.15,11.6,0,2.5
37407255,"""Step into action! ????? #StayActive""",Mixtral-v0.1,7,37,3,21,9,0,4,5,6.67,4,1.5,8,2,0,1,9.6,33.58,11.73,19.4,11.6,11.6,0,2.5
37407255,"""Power through your day! ?? #Activeness""",Mixtral-v0.1,7,40,2,27,6,0,5,6,6,4,1.75,5,3,0,1,5.2,66.4,7.04,14,11.92,10,0,3
37407255,"""Get moving! ????? #StayActive""",Mixtral-v0.1,7,31,3,16,9,0,3,4,8,4,1.25,8,1,0,1,9.2,34.59,9.05,24,11.15,14.53,0,2
37407255,"""Energize your spirit! ? #Activeness""",Mixtral-v0.1,7,37,2,26,5,0,4,5,8,3,1.67,4,2,0,1,13.1,8.2,11.73,19.4,17.4,21.6,0,3.5
37407255,"""Step into vitality! ?? #Activeness""",Mixtral-v0.1,7,36,2,24,6,0,4,5,7.33,4,1.5,5,2,0,1,15.5,-8.73,11.73,18.3,14.5,21.6,0,3.5
37407255,"""Power up your day! ?? #StayActive""",Mixtral-v0.1,7,35,3,21,6,0,5,6,6,4,1.75,5,3,0,1,5.2,66.4,7.04,9.3,6.12,10,0,3
37407255,"""Embrace the day with a burst of energy! ?? #Activeness""",Mixtral-v0.1,7,56,2,39,6,0,9,10,6.2,4,2.75,5,7,0,1,6.8,62.34,9.35,7.7,7.39,12.49,0,6
37407255,"""Get moving and feel alive! ?? #StayActive""",Mixtral-v0.1,7,43,3,28,6,0,6,7,6.25,4,2,5,4,0,1,4.5,73.85,6.57,10.6,9.15,9.07,0,3.5
37407255,"""Walk, run, or dance your way to vitality! ?? #Activeness""",Mixtral-v0.1,7,58,2,39,8,0,9,10,6,4,2.75,7,7,0,1,6.8,62.34,7.59,8.7,7.39,12.49,0,6
37407255,"""Energize your day with a little movement! ?? #StayActive""",Mixtral-v0.1,7,58,3,41,6,0,8,9,7.25,4,2.5,5,6,0,1,8.8,46.44,9.95,12,12.25,13.2,0,5.5
37407255,"""Step into action and feel the power! ????? #Activeness""",Mixtral-v0.1,7,56,2,37,9,0,8,9,5.8,4,2.5,8,6,0,1,6.4,63.36,7.98,10.8,8.66,8.2,0,4.5
37407255,"""Rise and shine, it's time to get active! ?? #StayActive""",Mixtral-v0.1,7,57,3,37,8,0,9,10,5.8,4,2.75,7,8,0,1,3.3,87.72,7.59,8.2,6.7,8.04,0,5
37407255,"""Power up your day with a workout! ?? #Activeness""",Mixtral-v0.1,7,50,2,34,6,0,8,9,6.25,4,2.5,5,6,0,1,5.2,71.82,7.98,7.3,6.45,8.2,0,4.5
37407255,"""Get up and go, it's time to move! ????? #StayActive""",Mixtral-v0.1,7,53,3,30,11,0,9,10,6,4,2.75,10,8,0,1,2.1,96.18,5.84,6.1,2.23,8.04,0,5
37407255,"""Ignite your spirit with a little exercise! ?? #Activeness""",Mixtral-v0.1,7,59,2,43,6,0,8,9,7.5,4,2.5,5,6,0,1,10,37.98,9.95,12.6,13.01,13.2,0,5.5
37407255,"""Seize the day with a burst of activity! ?? #StayActive""",Mixtral-v0.1,7,56,3,38,6,0,9,10,6.2,4,2.75,5,7,0,1,6.8,62.34,9.35,7.7,7.39,12.49,0,6
37407255,"""Jump into action and feel the energy! ????? #Activeness""",Mixtral-v0.1,7,57,2,38,9,0,8,9,6,4,2.5,8,6,0,1,8.8,46.44,9.95,11.4,9.35,13.2,0,5.5
37407255,"""Unleash your power with a little movement! ??? #StayActive""",Mixtral-v0.1,7,60,3,42,7,0,8,9,7.5,4,2.5,6,6,0,1,8.8,46.44,9.95,13.2,13.01,8.2,0,4.5
37407255,"""Move and groove to a healthier you! ?? #Activeness""",Mixtral-v0.1,7,52,2,36,6,0,8,9,7.25,4,2.5,5,6,0,1,5.2,71.82,9.95,8.5,7.9,13.2,0,5.5
37407255,"""Step into action and feel the vitality! ????? #StayActive""",Mixtral-v0.1,7,59,3,39,9,0,8,9,6.4,4,2.5,8,6,0,1,10,37.98,9.95,12.6,10.8,13.2,0,5.5
37407255,"""Power through your day with a workout! ?? #Activeness""",Mixtral-v0.1,7,55,2,39,6,0,8,9,6.25,4,2.5,5,6,0,1,5.2,71.82,7.98,10.3,10.11,8.2,0,4.5
37407255,"""Get moving and feel the energy! ????? #StayActive""",Mixtral-v0.1,7,51,3,32,9,0,7,8,6.5,4,2.25,8,5,0,1,7.2,55.91,8.5,11.7,9.06,14.23,0,5
37407255,"""Energize your spirit with a little exercise! ? #Activeness""",Mixtral-v0.1,7,60,2,45,5,0,8,9,8,3,3,4,6,0,1,11.1,29.52,9.95,13.2,14.46,18.2,0,6.5
37407255,"""Step into vitality with a little movement! ?? #Activeness""",Mixtral-v0.1,7,59,2,43,6,0,8,9,7.5,4,2.5,5,6,0,1,11.1,29.52,9.95,12.6,13.01,13.2,0,5.5
37407255,"""Power up your day with a burst of energy! ?? #StayActive""",Mixtral-v0.1,7,58,3,39,6,0,10,11,5.8,4,3,5,8,0,1,6,69.79,7.29,6.2,5.6,12,0,6.5
37407255,"""Embrace the day with a little exercise! ?? #Activeness""",Mixtral-v0.1,7,56,2,40,6,0,8,9,7,4,2.5,5,6,0,1,8.8,46.44,9.95,10.8,10.8,13.2,0,5.5
37407255,"""Movement is the key to a healthier you! ?? #StayActive""",Mixtral-v0.1,7,56,3,38,6,0,9,10,7.5,4,2.75,5,7,0,1,6.8,62.34,9.35,7.7,7.39,12.49,0,6
37407255,"""Walk, run, or dance your way to energy! ?? #Activeness""",Mixtral-v0.1,7,56,2,37,8,0,9,10,5.6,4,2.75,7,7,0,1,4.4,79.26,7.59,7.7,6.06,12.49,0,6
37794895,"""Action speaks louder than words. Make a move today! #JustDoIt ?????""",Mixtral-v0.1,7,69,5,44,10,0,10,11,5.5,4,3,9,7,0,1,2.9,83.32,11.78,8.9,6.7,2,0,1.75
37794895,"""Take charge of your life. Small steps lead to big results. ??""",Mixtral-v0.1,7,63,2,44,6,0,11,12,4.86,4,3.25,6,9,0,1,-0.6,108.19,6.78,3.6,3.12,2.2,0,2
37794895,"""Embrace action, it's the catalyst for change. ??""",Mixtral-v0.1,7,50,1,35,7,0,7,8,6.75,3,3,7,7,0,1,6,64.37,10.75,11,9.87,8.51,0,4
37794895,"""Inaction breeds doubt and fear. Act now! ??""",Mixtral-v0.1,7,45,2,30,6,0,7,8,5.2,4,2.25,6,5,0,1,2.5,89.75,10.75,7.6,6.56,8.51,0,4
37794895,"""Progress begins with a single step. Keep moving forward. ?????""",Mixtral-v0.1,7,64,2,44,9,0,9,10,6.17,4,2.75,9,7,0,1,2.7,83.83,7.37,9.6,7.33,1.8,0,1.5
37794895,"""Action is the foundational key to all success. ??""",Mixtral-v0.1,7,51,1,37,5,0,8,9,7,3,3.33,5,7,0,1,6.4,63.36,9.95,7.9,7.9,8.2,0,4.5
37794895,"""Don't wait for opportunities, create them. ??""",Mixtral-v0.1,7,47,1,33,7,0,6,7,6.5,3,2.67,7,6,0,1,8,48.47,9.2,13.7,12.05,9.07,0,3.5
37794895,"""The future belongs to those who act. Be one of them. ??""",Mixtral-v0.1,7,57,2,38,6,0,11,12,5.33,4,3.25,6,9,0,1,0.7,99.73,6.78,1,-0.03,2.2,0,2
37794895,"""Action is the antidote to despair. Take a leap of faith. ??""",Mixtral-v0.1,7,61,2,42,6,0,11,12,6,4,3.25,6,9,0,1,3.1,82.81,8.22,2.8,2.07,5.84,0,2.5
37794895,"""Don't just talk about it, be about it. Take action. ?????""",Mixtral-v0.1,7,59,2,36,11,0,10,11,4.33,4,3,11,9,0,1,1.3,103.63,5.71,6.6,3.28,4,0,4.5
37794895,"""Action creates motivation. Start now! ??""",Mixtral-v0.1,7,42,2,29,6,0,5,6,7,4,1.75,6,3,0,1,10,32.56,13.36,15.9,14.24,10,0,3
37794895,"""The biggest risk is not taking any risk. Dare to act. ??""",Mixtral-v0.1,7,58,2,39,6,0,11,12,4.67,4,3.25,6,9,0,0.83,0.7,99.73,6.78,1.4,0.51,2.2,0,2
37794895,"""Action is the real measure of intelligence. Start today! ?????""",Mixtral-v0.1,7,64,2,44,9,0,9,10,6.5,4,2.75,9,7,0,1,9.2,45.42,7.59,11.8,10.58,8.04,0,5
37794895,"""Action may not always bring happiness, but there is no happiness without action. ??""",Mixtral-v0.1,7,85,1,65,6,0,13,14,7,3,5,6,12,0,0.8,8.4,58.28,5.5,11.2,11.3,5.2,0,8
37794895,"""The path to success is to take massive, determined action. Go for it! ??""",Mixtral-v0.1,7,74,2,52,7,0,13,14,6.8,4,3.75,7,11,0,1,3.5,81.8,8.82,3.9,3.83,5.68,0,3
37794895,2 "Action is the foundational key to all success. ??",Mixtral-v0.1,7,52,1,37,5,1,8,9,7,3,3.33,5,7,0,1,6.4,63.36,9.95,7.9,7.9,8.2,0,4.5
37794895,"""Don't wait for the right time, create the right time. Act now! ?????""",Mixtral-v0.1,7,70,2,45,11,0,12,13,4,4,3.5,11,11,0,0.83,2.1,101.6,5.55,7.3,4.57,4.8,0,5.5
37794895,"""Action expresses priorities. Make a move today. ??""",Mixtral-v0.1,7,52,2,37,6,0,7,8,6.33,4,2.25,6,5,0,1,9.4,34.08,10.58,10.6,7.92,12.83,0,2
37794895,"""The only impossible journey is the one you never begin. Take the first step. ?????""",Mixtral-v0.1,7,84,2,59,9,0,14,15,6.5,4,4,9,12,0,1,4.8,72.83,0.35,5.6,5.34,2.8,0,3.25
37794895,"""Action is the key to all success. Make a plan, take action. ??""",Mixtral-v0.1,7,64,2,43,7,0,12,13,5,4,3.5,7,10,0,1,2.1,90.77,6.57,2,0.92,2.4,0,2.25
37794895,"""Don't wait for everything to be perfect. There will never be a perfect time. Just act. ??""",Mixtral-v0.1,7,91,3,64,8,0,16,17,4.67,5,3.6,8,14,0,0.83,2.9,88.74,5.02,4.7,4.65,3.2,0,3.75
37794895,"""Action is the real measure of intelligence. Start today! ??""",Mixtral-v0.1,7,61,2,44,6,0,9,10,6.5,4,2.75,6,7,0,1,9.2,45.42,7.59,10.3,10.58,8.04,0,5
37794895,"""Action is the foundational key to all success. ?? Keep moving forward. ?????""",Mixtral-v0.1,7,78,2,53,11,0,12,13,6.83,6,2.5,11,9,0,1,5.4,65.89,8.22,9.6,7.87,5.84,0,2.75
37794895,"""Don't wait for opportunities, create them. ?? Take action today. ?????""",Mixtral-v0.1,7,72,2,47,13,0,10,11,6.17,6,2.17,13,8,0,1,7.4,49.99,9.12,13.3,9.24,6.24,0,2.25
37794895,"""Progress begins with a single step. ????? Embrace action. ??""",Mixtral-v0.1,7,62,2,40,11,0,9,10,6.17,6,2,11,6,0,1,5.2,71.82,11.93,13.8,10.8,3.2,0,4
37794895,"""Action cures fear. Take a leap of faith. ??""",Mixtral-v0.1,7,45,2,29,6,0,8,9,4.8,4,2.5,6,6,0,1,-1.1,109.72,7.78,2.4,-0.71,1.6,0,1.25
37794895,"""Action is the real measure of intelligence. ?? Start today! ?????""",Mixtral-v0.1,7,67,2,44,11,0,10,11,6.5,6,2.17,11,7,0,1,9.2,45.42,7.59,12.9,10.58,8.04,0,5.5
37794895,"""Believe in your abilities. Make a move today. ??""",Mixtral-v0.1,7,50,2,34,6,0,8,9,5.8,4,2.5,6,6,0,1,3.7,75.88,5.81,5.3,2.9,6.6,0,1.75
37794895,"""Action is the key to unlocking your potential. ???""",Mixtral-v0.1,7,52,1,37,6,0,8,9,6.75,3,3.33,6,7,0,1,6.4,63.36,9.95,8.5,7.9,13.2,0,5.5
37794895,"""The best way to predict the future is to create it. ?? Take action now. ??""",Mixtral-v0.1,7,76,2,51,8,0,15,16,6.25,6,3,8,12,0,1,2.5,89.75,8.5,2.6,2.04,2.8,0,3
37794895,"""Action is the bridge between your dreams and reality. ?? Build it today. ??""",Mixtral-v0.1,7,77,2,54,8,0,13,14,5.83,6,2.67,8,10,0,1,4.5,73.85,7.88,6.7,6.25,5.73,0,3
37794895,"""Every accomplishment starts with a decision to act. ?? Make yours today. ??""",Mixtral-v0.1,7,77,2,55,8,0,12,13,6.67,6,2.5,8,9,0,1,5.4,65.89,8.22,9.2,8.92,9.47,0,3.25
37794895,2 "Inaction breeds doubt and fear. Act now! ??",Mixtral-v0.1,7,46,2,30,6,1,7,8,5.2,4,2.25,6,5,0,1,2.5,89.75,10.75,7.6,6.56,8.51,0,4
37794895,"""Don't wait for someone else to act. Take the lead. ??""",Mixtral-v0.1,7,55,2,36,7,0,10,11,3.5,4,3,7,9,0,1,-0.8,108.7,0.25,2.3,0.32,2,0,1.75
37794895,"""Action expresses priorities. ?? Make a move today. ??""",Mixtral-v0.1,7,55,2,37,8,0,8,9,6.33,6,1.83,8,5,0,1,9.4,34.08,10.58,11.9,7.92,12.83,0,2.25
37794895,"""The future belongs to those who act. ?? Be one of them. ??""",Mixtral-v0.1,7,60,2,38,8,0,12,13,5.33,6,2.5,8,9,0,1,0.7,99.73,6.78,1.9,-0.03,2.2,0,2.25
37794895,"""Action is the antidote to despair. Take a leap of faith. ????? """,Mixtral-v0.1,7,65,2,42,9,0,12,13,6,4,3.5,9,9,0,1,3.1,82.81,8.22,4,2.07,5.84,0,2.75
37794895,"""Don't just talk about it, be about it. ?? Take action. ?????""",Mixtral-v0.1,7,62,2,36,13,0,11,12,4.33,6,2.33,13,9,0,1,1.3,103.63,5.71,7.6,3.28,4,0,5
37794895,"""Action creates motivation. Start now. ??""",Mixtral-v0.1,7,42,2,29,6,0,5,6,7,4,1.75,6,3,0,1,10,32.56,13.36,15.9,14.24,10,0,3
37794895,2 "The biggest risk is not taking any risk. Dare to act. ??",Mixtral-v0.1,7,59,2,39,6,1,11,12,4.67,4,3.25,6,9,0,0.83,0.7,99.73,6.78,1.4,0.51,2.2,0,2
37794895,"""Action is the real measure of intelligence. ?? Start today! ??""",Mixtral-v0.1,7,64,2,44,8,0,10,11,6.5,6,2.17,8,7,0,1,9.2,45.42,7.59,11.3,10.58,8.04,0,5.5
37794895,"""Every morning, you have two choices: continue to sleep with your dreams, or wake up and chase them. ??""",Mixtral-v0.1,7,104,1,77,8,0,18,19,6,3,6.67,8,17,0,1,6.8,78.59,7.16,10.1,7.54,9.42,0,10.5
37794895,"""The best time to act was yesterday. The next best time is now. ?""",Mixtral-v0.1,7,66,2,46,5,0,13,14,5,3,4.67,5,11,0,0.75,1.1,98.72,0.32,1,1.16,2.6,0,3
37794895,"""Success comes from taking the initiative and following up... persisting. ??""",Mixtral-v0.1,7,77,1,58,8,0,10,11,8.25,3,4,8,9,0,1,9.6,44.41,10.45,15.1,15.46,12,0,7.5
37794895,"""Action is the foundational key to all success. ?? Take a step today. ?????""",Mixtral-v0.1,7,76,2,50,11,0,13,14,6.17,6,2.67,11,10,0,1,4.5,73.85,7.88,6.3,4.28,5.73,0,3
37794895,"""Don't wait for the right time, create the right time. Act now. ??""",Mixtral-v0.1,7,67,2,45,8,0,12,13,4,4,3.5,8,11,0,0.83,2.1,101.6,5.55,6.1,4.57,4.8,0,5.5
37794895,"""Action is the key to all success. Make a plan, take action. ????""",Mixtral-v0.1,7,66,2,43,9,0,12,13,5,4,3.5,9,10,0,1,2.1,90.77,6.57,2.8,0.92,2.4,0,2.25
37794895,"""Inaction is not only the result, but the cause, of fear. ?? Confront it with action. ??""",Mixtral-v0.1,7,89,2,61,10,0,16,17,6.4,6,3.17,10,13,0,1,3.9,80.78,8.22,5.3,4.71,5.67,0,3.75
37794895,"""The only impossible journey is the one you never begin. ????? Take the first step today. ??""",Mixtral-v0.1,7,93,2,64,11,0,16,17,6.2,6,3.17,11,13,0,1,5,72.32,0.37,6.5,5.87,3,0,3.75
37794895,"""Action is the foundational key to all success. ?? Plan, execute, repeat. ??""",Mixtral-v0.1,7,77,2,53,10,0,12,13,6.43,6,2.5,10,9,0,1,6.6,57.43,9.65,9.2,7.87,9.47,0,3.25
37794895,2 "Don't wait for everything to be perfect. There will never be a perfect time. Just act. ??",Mixtral-v0.1,7,92,3,64,8,1,16,17,4.67,5,3.6,8,14,0,0.83,2.9,88.74,5.02,4.7,4.65,3.2,0,3.75
37794895,"""Action expresses priorities. Make a move today. ????? Create your future. ??""",Mixtral-v0.1,7,78,3,52,12,0,11,12,6.25,7,2,12,7,0,1,8.1,42.75,11.7,11.8,7.22,9.32,7.8,1.67
37794895,"""The only limit to our realization of tomorrow will be our doubts of today. ?? Take action. ??""",Mixtral-v0.1,7,95,2,68,8,0,17,18,6.83,6,3.33,8,14,0,1,9.5,55.24,8.38,9.6,7.83,8.9,0,11
37794895,"2 ""The path to success is to take massive, determined action. Go for it! ??""",Mixtral-v0.1,7,75,2,52,7,1,13,14,6.8,4,3.75,7,11,0,1,3.5,81.8,8.82,3.9,3.83,5.68,0,3
37794895,"""If you want to achieve greatness, stop asking for permission. Act. ??""",Mixtral-v0.1,7,71,2,51,7,0,11,12,6.6,4,3.25,7,9,0,1,5.2,77.23,9.92,9.7,9.49,8.04,0,6
37794895,"""Action is the foundational key to all success. ?? Start small, but start. ??""",Mixtral-v0.1,7,78,2,54,9,0,13,14,6.14,6,2.67,9,10,0,1,3.3,82.31,7.88,7.1,6.25,5.73,0,3
37794895,"""The only impossible journey is the one you never begin. Take the first step. ????? Create your own path. ??""",Mixtral-v0.1,7,109,3,75,12,0,19,20,6,7,3.14,12,15,0,1,3.3,82.31,4.81,5.1,4.28,2.4,6.4,2.67
38077486,"""Nature's cycle: birth, life, death, rebirth. Each a masterpiece ??????""",Mixtral-v0.1,7,72,2,47,14,0,9,10,6.14,3,3.67,14,8,0,1,5,66.91,10.88,13.8,9.24,6.24,0,2
38077486,"""Rain transforms into rivers, feeding Earth's veins. ?????""",Mixtral-v0.1,7,59,2,40,10,0,7,8,6.17,3,3,10,6,0,1,3.7,81.29,15.26,17.1,14.86,2.8,0,3
38077486,"""Photosynthesis: sunlight, water, CO2 = life. ??????""",Mixtral-v0.1,7,53,3,30,13,1,6,7,5.83,3,2.67,12,3,1,1,12.3,15.64,13.36,25.3,17.72,10,0,3.5
38077486,"""Seed to sapling to tree, nature's patient process. ????""",Mixtral-v0.1,7,57,1,39,9,0,8,9,5.83,3,3.33,9,8,0,1,2.9,88.74,11.93,11.4,9.35,3.2,0,3.5
38077486,"""Volcanoes: nature's geological giants. ????""",Mixtral-v0.1,7,45,1,31,9,0,4,5,7.75,3,2,9,4,0,1,21.4,-51.03,19.62,28.8,23.2,21.6,0,3.5
38077486,"""Erosion: water carving landscapes. ????""",Mixtral-v0.1,7,41,1,28,8,0,4,5,7.25,3,2,8,3,0,1,9.6,33.58,15.68,24.1,18.85,1.6,0,1.5
38077486,"""A river's journey: mountain to sea. ???????""",Mixtral-v0.1,7,45,1,26,12,0,6,7,6.67,3,2.67,12,6,1,1,2.1,90.77,6.57,12.2,5.27,2.4,0,2.5
38077486,"""The moon's pull: tides ebb and flow. ????""",Mixtral-v0.1,7,43,1,26,9,0,7,8,4,3,3,9,7,0,1,-1.2,115.13,10.75,6.3,2.44,2.8,0,3
38077486,"""Nature's recyclers: decomposers at work. ????""",Mixtral-v0.1,7,47,1,32,9,0,5,6,7.5,3,2.33,9,5,0,1,10,32.56,13.36,20.6,16.56,18,0,4
38077486,"""Dormancy: nature's winter sleep. ?????""",Mixtral-v0.1,7,40,1,25,10,0,4,5,6.25,3,2,10,4,0,1,9.6,33.58,11.73,23,14.5,11.6,0,2.5
38077486,"""Spring's awakening: nature's rebirth. ????""",Mixtral-v0.1,7,44,1,29,10,0,4,5,7,3,2,10,5,0,1,9.6,33.58,19.62,27.7,20.3,11.6,0,2.5
38077486,"""Autumn's farewell: leaves change, fall. ????""",Mixtral-v0.1,7,46,1,30,10,0,5,6,6,3,2.33,10,5,0,1,0.5,100.24,13.36,19.7,14.24,2,0,2
38077486,"""Summer's abundance: life at its peak. ????""",Mixtral-v0.1,7,44,1,28,9,0,6,7,5.75,3,2.67,9,6,0,1,2.1,90.77,9.2,11.4,7.18,2.4,0,2.5
38077486,"""Winter's rest: nature in hibernation. ????""",Mixtral-v0.1,7,44,1,29,9,0,5,6,6.75,3,2.33,9,5,0,1,10,32.56,13.36,17.8,13.08,10,0,3
38077486,"""The sun rises, sets. A daily cycle. ????""",Mixtral-v0.1,7,42,2,24,9,0,7,8,4.4,4,2.25,9,5,1,1,2.3,84.84,10.58,3.9,-2.88,1.4,0,1
